terminal_id, vehicle_id, driver_id, datetime, distance, running_time, less_than_10km, less_than_20km, less_than_30km, less_than_40km, less_than_50km, less_than_60km, less_than_70km, less_than_80km, less_than_90km, less_than_100km, less_than_110km, less_than_120km, less_than_130km, less_than_140km, less_than_150km, less_than_160km, engine_start_time, engine_end_time,average_speed, max_speed, fuel_consumption, fuel_efficiency, sudden_accel_count, sudden_brake_count, idle_time, eco_driving_time, over_speed_time, co2_emissions, max_cooling_water_temp, avg_battery_volt
PT-003, PV-003, PD-003, 2012-05-28 15:00:00,155,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-28 09:00:00, 2012-05-28 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-19 15:00:00,150,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-19 09:00:00, 2012-04-19 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.4
PT-004, PV-004, PD-004, 2012-04-20 15:00:00,170,520,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-20 09:00:00, 2012-04-20 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-21 15:00:00,250,430,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-21 09:00:00, 2012-04-21 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-22 15:00:00,180,350,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-22 09:00:00, 2012-04-22 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-23 15:00:00,110,640,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-23 09:00:00, 2012-04-23 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-24 15:00:00,190,800,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-24 09:00:00, 2012-04-24 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-25 15:00:00,230,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-25 09:00:00, 2012-04-25 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-26 15:00:00,110,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-26 09:00:00, 2012-04-26 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-27 15:00:00,130,310,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-27 09:00:00, 2012-04-27 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-04-28 15:00:00,250,340,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-28 09:00:00, 2012-04-28 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-01 15:00:00,170,560,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-01 09:00:00, 2012-05-01 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-02 15:00:00,190,760,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-02 09:00:00, 2012-05-02 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-03 15:00:00,100,830,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-03 09:00:00, 2012-05-03 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-04 15:00:00,220,430,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-04 09:00:00, 2012-05-04 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-05 15:00:00,140,450,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-05 09:00:00, 2012-05-05 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-06 15:00:00,165,520,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-06 09:00:00, 2012-05-06 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-07 15:00:00,198,460,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-07 09:00:00, 2012-05-07 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-08 15:00:00,109,420,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-08 09:00:00, 2012-05-08 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-09 15:00:00,191,450,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-09 09:00:00, 2012-05-09 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-10 15:00:00,145,370,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-10 09:00:00, 2012-05-10 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-11 15:00:00,187,830,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-11 09:00:00, 2012-05-11 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-12 15:00:00,165,630,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-12 09:00:00, 2012-05-12 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-13 15:00:00,121,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-13 09:00:00, 2012-05-13 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-14 15:00:00,220,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-14 09:00:00, 2012-05-14 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-15 15:00:00,230,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-15 09:00:00, 2012-05-15 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-16 15:00:00,420,380,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-16 09:00:00, 2012-05-16 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-17 15:00:00,230,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-17 09:00:00, 2012-05-17 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-18 15:00:00,350,580,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-18 09:00:00, 2012-05-18 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-19 15:00:00,290,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-19 09:00:00, 2012-05-19 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-20 15:00:00,340,200,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-20 09:00:00, 2012-05-20 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-21 15:00:00,140,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-21 09:00:00, 2012-05-21 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-22 15:00:00,670,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-22 09:00:00, 2012-05-22 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-23 15:00:00,450,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-23 09:00:00, 2012-05-23 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-24 15:00:00,490,570,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-24 09:00:00, 2012-05-24 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-25 15:00:00,210,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-25 09:00:00, 2012-05-25 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-26 15:00:00,150,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-26 09:00:00, 2012-05-26 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-27 15:00:00,150,680,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-27 09:00:00, 2012-05-27 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-004, PV-004, PD-004, 2012-05-28 15:00:00,155,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-28 09:00:00, 2012-05-28 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-19 15:00:00,150,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-19 09:00:00, 2012-04-19 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.4
PT-005, PV-005, PD-005, 2012-04-20 15:00:00,170,520,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-20 09:00:00, 2012-04-20 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-21 15:00:00,250,430,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-21 09:00:00, 2012-04-21 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-22 15:00:00,180,350,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-22 09:00:00, 2012-04-22 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-23 15:00:00,110,640,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-23 09:00:00, 2012-04-23 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-24 15:00:00,190,800,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-24 09:00:00, 2012-04-24 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-25 15:00:00,230,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-25 09:00:00, 2012-04-25 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-26 15:00:00,110,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-26 09:00:00, 2012-04-26 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-27 15:00:00,130,310,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-27 09:00:00, 2012-04-27 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-04-28 15:00:00,250,340,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-04-28 09:00:00, 2012-04-28 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-01 15:00:00,170,560,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-01 09:00:00, 2012-05-01 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-02 15:00:00,190,760,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-02 09:00:00, 2012-05-02 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-03 15:00:00,100,830,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-03 09:00:00, 2012-05-03 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-04 15:00:00,220,430,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-04 09:00:00, 2012-05-04 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-05 15:00:00,140,450,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-05 09:00:00, 2012-05-05 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-06 15:00:00,165,520,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-06 09:00:00, 2012-05-06 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-07 15:00:00,198,460,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-07 09:00:00, 2012-05-07 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-08 15:00:00,109,420,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-08 09:00:00, 2012-05-08 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-09 15:00:00,191,450,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-09 09:00:00, 2012-05-09 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-10 15:00:00,145,370,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-10 09:00:00, 2012-05-10 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-11 15:00:00,187,830,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-11 09:00:00, 2012-05-11 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-12 15:00:00,165,630,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-12 09:00:00, 2012-05-12 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-13 15:00:00,121,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-13 09:00:00, 2012-05-13 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-14 15:00:00,220,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-14 09:00:00, 2012-05-14 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-15 15:00:00,230,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-15 09:00:00, 2012-05-15 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-16 15:00:00,420,380,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-16 09:00:00, 2012-05-16 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-17 15:00:00,230,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-17 09:00:00, 2012-05-17 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-18 15:00:00,350,580,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-18 09:00:00, 2012-05-18 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-19 15:00:00,290,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-19 09:00:00, 2012-05-19 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-20 15:00:00,340,200,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-20 09:00:00, 2012-05-20 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-21 15:00:00,140,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-21 09:00:00, 2012-05-21 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-22 15:00:00,670,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-22 09:00:00, 2012-05-22 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-23 15:00:00,450,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-23 09:00:00, 2012-05-23 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-24 15:00:00,490,570,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-24 09:00:00, 2012-05-24 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-25 15:00:00,210,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-25 09:00:00, 2012-05-25 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-26 15:00:00,150,480,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-26 09:00:00, 2012-05-26 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-27 15:00:00,150,680,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-27 09:00:00, 2012-05-27 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
PT-005, PV-005, PD-005, 2012-05-28 15:00:00,155,280,10,20,30,30,50,50,30,20,20,10,5,5,0,0,0,0, 2012-05-28 09:00:00, 2012-05-28 13:40:00,50,125,35,5,36,60,25,30,36,125,48,11.7
